config,bita,abar,sigma_e,gov,T_max_frac,phi0,phib,phie,phiy,loan/gdp,bailout/y,def_prob,defprob_bc,g/y,std_y,debty,avg_welf,avg_welf_b1,avg_welf_b2,avg_welf_b3,avg_welf_b4,avg_welf_b5,avg_welf_b6,avg_welf_b7,avg_welf_b8,avg_welf_b9,avg_welf_b10,avg_welf_b11,avg_welf_b12,avg_welf_b13,avg_welf_b14,avg_welf_b15,avg_welf_b16,avg_welf_b17,avg_welf_b18,avg_welf_b19,avg_welf_b20,conv,convq,iter,avg_spread,std_spread,corr_spread_y,avg_rate,prob_Tmax_binding,prob_Tmax_negative
8804,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7636841695,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8805,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7516419205,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8806,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7396317421,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8807,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7276539808,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8808,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7157089912,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8809,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.7037971371,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8810,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6919187913,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,100.0000000
8811,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6800743363,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.99986126
8812,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6682641643,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.99972253
8813,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6564886783,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.99764147
8814,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6447482917,1.500000000,.2755278600,1.000000000,36.37389957,.000000000,.3341144039,.3065603924,19.26142407,5.255255382,26.92317117,.000000000,.1121000000E-06,.1545000000E-06,.1032000000E-06,.1205000000E-06,.1690000000E-06,.1485000000E-06,.2089000000E-06,.1252000000E-06,.2280000000E-07,-.4900000000E-08,-.1490000000E-07,-.1710000000E-07,-.6100000000E-07,-.1391000000E-06,-.1689000000E-06,-.1975000000E-06,-.2276000000E-06,-.2518000000E-06,-.2607000000E-06,-.2625000000E-06,.4011168000E-03,.6642260500E-02,100,.3357922792,.5055804029,-.3262362654,.2218313470,100.3216864,99.99389557
8815,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6330434294,1.500000000,.2755278600,1.000000000,36.37389967,.000000000,.3341144039,.3065603924,19.26142405,5.255255879,26.92317113,.000000000,.1350000000E-06,.1785000000E-06,.1271000000E-06,.1447000000E-06,.1942000000E-06,.1742000000E-06,.2350000000E-06,.1498000000E-06,.4730000000E-07,.3050000000E-07,.1540000000E-07,.9200000000E-08,-.1580000000E-07,-.1077000000E-06,-.6500000000E-08,-.1953000000E-06,-.2251000000E-06,-.2487000000E-06,-.2560000000E-06,-.2565000000E-06,.4011168000E-03,.6642260500E-02,100,.3357923909,.5055803327,-.3262357715,.2218308314,100.3216864,99.98779114
8816,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6213745280,1.500000000,.2755278600,1.000000000,36.37389980,.000000000,.3341144039,.3065603924,19.26142411,5.255255605,26.92318368,.000000000,.5109000000E-06,.5695000000E-06,.5136000000E-06,.5324000000E-06,.5993000000E-06,.5883000000E-06,.6541000000E-06,.5569000000E-06,.4529000000E-06,.5568000000E-06,.5120000000E-06,.4611000000E-06,.6394000000E-06,.4364000000E-06,.9858000000E-06,-.1076000000E-06,-.1390000000E-06,-.1560000000E-06,-.1478000000E-06,-.1326000000E-06,.4011168000E-03,.6642260500E-02,100,.3357931769,.5055797819,-.3262319301,.2218301220,100.3216864,99.97988313
8817,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.6097420363,1.500000000,.2755278600,1.000000000,36.37390004,.000000000,.3341144039,.3065603924,19.26142437,5.255261536,26.92319232,.000000000,.8266000000E-06,.8907000000E-06,.8321000000E-06,.8545000000E-06,.9417000000E-06,.9416000000E-06,.1008400000E-05,.9003000000E-06,.7947000000E-06,.9732000000E-06,.9387000000E-06,.8555000000E-06,.1154300000E-05,.9866000000E-06,.2021400000E-05,-.1010000000E-07,-.4600000000E-07,-.6230000000E-07,-.4160000000E-07,-.1680000000E-07,.4011168000E-03,.6642260500E-02,100,.3357950411,.5055788778,-.3262251264,.2218288879,100.3216864,99.94103675
8818,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5981464160,1.500000000,.2755278600,1.000000000,36.37390004,.000000000,.3341144039,.3065603924,19.26142438,5.255261502,26.92319233,.000000000,.1431400000E-05,.1523500000E-05,.1512800000E-05,.1534300000E-05,.1700000000E-05,.1846700000E-05,.1826400000E-05,.1675900000E-05,.1680500000E-05,.2418100000E-05,.2274700000E-05,.1933700000E-05,.1394200000E-05,.4551500000E-05,.2036300000E-05,.1380000000E-07,-.9300000000E-08,-.5800000000E-08,.6770000000E-07,.1368000000E-06,.4011168000E-03,.6642260500E-02,100,.3357951611,.5055787979,-.3262247082,.2218288880,100.3216864,99.90940471
8819,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5865881421,1.500000000,.2755278600,1.000000000,36.37390061,.3839180000E-04,.3341144039,.3065603924,19.26142435,5.255262108,26.92319229,.000000000,.4546600000E-05,.5035800000E-05,.5307800000E-05,.5244300000E-05,.5702100000E-05,.6210700000E-05,.5938700000E-05,.5875700000E-05,.6282100000E-05,.4568000000E-05,.8735300000E-05,.7736700000E-05,.3055100000E-05,.2087440000E-04,.2108200000E-05,.1665000000E-06,.2153000000E-06,.3267000000E-06,.6565000000E-06,.9331000000E-06,.4011168000E-03,.6642260500E-02,100,.3357962502,.5055781095,-.3262216747,.2218258286,100.3216864,99.85793326
8820,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5750677037,1.500000000,.2755278600,1.000000000,36.37390147,.1368953000E-03,.3341144039,.3065603924,19.26142460,5.255260492,26.92321922,.000000000,.2905550000E-04,.3090070000E-04,.3123030000E-04,.2936150000E-04,.2803300000E-04,.3004940000E-04,.3120290000E-04,.3620210000E-04,.4229920000E-04,.2258000000E-04,.3986650000E-04,.3848800000E-04,.2232620000E-04,.6706120000E-04,.4045600000E-05,.2498900000E-05,.3069100000E-05,.4013400000E-05,.6236300000E-05,.8071900000E-05,.4011168000E-03,.6642260500E-02,100,.3358017175,.5055734038,-.3262050306,.2218212140,100.3216864,99.68936775
8821,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5635856044,1.500000000,.2755278600,1.000000000,36.37390436,.2099718000E-03,.3341144039,.3065603924,19.26142581,5.255285583,26.92328081,.000000000,.4828600000E-04,.5119960000E-04,.5169240000E-04,.4898190000E-04,.4843670000E-04,.5121150000E-04,.5192370000E-04,.5946110000E-04,.6675420000E-04,.4325080000E-04,.6735520000E-04,.6824160000E-04,.5615410000E-04,.1282690000E-03,.7121400000E-05,.5696500000E-05,.6629600000E-05,.8177200000E-05,.1173210000E-04,.1467250000E-04,.4011167000E-03,.6642260500E-02,100,.3358199284,.5055640717,-.3261709564,.2218058913,100.3216864,99.45615077
8822,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5521423632,1.500000000,.2755278600,1.000000000,36.37390436,.2495136000E-03,.3341144039,.3065603924,19.26143074,5.255346350,26.92353553,.000000000,.7672240000E-04,.7979720000E-04,.8008500000E-04,.7649040000E-04,.7635020000E-04,.7962030000E-04,.8055260000E-04,.9256490000E-04,.1010251000E-03,.7698190000E-04,.1009485000E-03,.1116066000E-03,.1509451000E-03,.1784295000E-03,.1972180000E-04,.1692100000E-04,.1775870000E-04,.1966060000E-04,.2393260000E-04,.2760730000E-04,.4011167000E-03,.6642260500E-02,100,.3358349662,.5055665992,-.3261368433,.2218058743,100.3216864,99.17520824
8823,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5407385153,1.500000000,.2755278600,1.000000000,36.37390432,.2529256000E-03,.3341144039,.3065603924,19.26143078,5.255345879,26.92353560,.000000000,.8976550000E-04,.9101720000E-04,.9132310000E-04,.9569460000E-04,.1025214000E-03,.1028187000E-03,.1028991000E-03,.9849590000E-04,.1016946000E-03,.1397385000E-03,.1238822000E-03,.1267992000E-03,.3367776000E-03,.1780515000E-03,.1981830000E-04,.1734230000E-04,.1844390000E-04,.2072600000E-04,.2582750000E-04,.3026050000E-04,.4011167000E-03,.6642260500E-02,100,.3358358051,.5055657257,-.3261355368,.2218060996,100.3216864,98.76551774
8824,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5293746126,1.500000000,.2755278600,1.000000000,36.37390656,.3374839000E-03,.3341144039,.3065603924,19.26143056,5.255349810,26.92353800,.000000000,.1983630000E-03,.1966438000E-03,.1980672000E-03,.2117558000E-03,.2106023000E-03,.2018454000E-03,.2054083000E-03,.1562263000E-03,.1728827000E-03,.3425969000E-03,.2412463000E-03,.1950799000E-03,.8136504000E-03,.1785212000E-03,.2158580000E-04,.2203810000E-04,.2568110000E-04,.3160980000E-04,.4423950000E-04,.5520410000E-04,.4011168000E-03,.1215080360E-01,100,.3358414039,.5055627471,-.3261334110,.2217939654,100.3216864,98.14383702
8825,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5180512248,1.500000000,.2755278600,1.000000000,36.37391115,.4350406000E-03,.3341144039,.3065603924,19.26143050,5.255355619,26.92358645,.000000000,.4359152000E-03,.4452797000E-03,.4490927000E-03,.5308435000E-03,.5492194000E-03,.5329504000E-03,.5457319000E-03,.4328657000E-03,.5054769000E-03,.8597981000E-03,.7080481000E-03,.4336640000E-03,.1677370800E-02,.1867987000E-03,.3323070000E-04,.4334930000E-04,.5580260000E-04,.7396850000E-04,.1090289000E-03,.1391027000E-03,.4011166000E-03,.6642260500E-02,100,.3358680790,.5055390830,-.3261119247,.2217690999,100.3216864,97.34068825
8826,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.5067689403,1.500000000,.2755278600,1.000000000,36.37391480,.4226270000E-03,.3341144039,.3065603924,19.26143297,5.255400453,26.92388526,.000000000,.7994521000E-03,.8408666000E-03,.8594435000E-03,.1012545800E-02,.1064870100E-02,.1046763200E-02,.1093028000E-02,.8141822000E-03,.9102107000E-03,.1562393700E-02,.1457515100E-02,.1090600500E-02,.2581711200E-02,.2334942000E-03,.8377520000E-04,.1041357000E-03,.1289289000E-03,.1630925000E-03,.2257502000E-03,.2808431000E-03,.4011162000E-03,.6642260500E-02,100,.3359046456,.5055004260,-.3260503864,.2217482648,100.3201692,96.29058752
8827,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4955283668,1.500000000,.2755278600,1.000000000,36.37391483,.5193736000E-03,.3341144039,.3065603924,19.26144468,5.255530472,26.92451739,.000000000,.1060167900E-02,.1107787200E-02,.1121853100E-02,.1265092000E-02,.1338113100E-02,.1341870500E-02,.1427938000E-02,.1157354500E-02,.1157098000E-02,.1861922600E-02,.1913693300E-02,.2400234000E-02,.2955202800E-02,.2823324000E-03,.1336604000E-03,.1559966000E-03,.1872624000E-03,.2295798000E-03,.3093268000E-03,.3796051000E-03,.4011161000E-03,.6642260500E-02,100,.3359433679,.5054961405,-.3259878086,.2217480566,100.3151121,95.14517445
8828,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4843301329,1.500000000,.2755278600,1.000000000,36.37391504,.5315509000E-03,.3341144039,.3065603924,19.26144458,5.255527309,26.92450613,.000000000,.1501093600E-02,.1509155900E-02,.1518967600E-02,.1544824300E-02,.1594408400E-02,.1651829700E-02,.1736828000E-02,.1919530300E-02,.1959444000E-02,.1976956900E-02,.2402936300E-02,.4929365100E-02,.2953299400E-02,.2836322000E-03,.1406017000E-03,.1782944000E-03,.2229319000E-03,.2845556000E-03,.4037173000E-03,.5070450000E-03,.4011161000E-03,.6642260500E-02,100,.3359493713,.5054883527,-.3259778183,.2217459946,100.3001936,93.63904505
8829,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4731748888,1.500000000,.2755278600,1.000000000,36.37393557,.5468948000E-03,.3341144039,.3065603924,19.26143642,5.255578367,26.92438180,.000000000,.2102512000E-02,.2173378700E-02,.2123848400E-02,.1892090100E-02,.1943025500E-02,.2001542900E-02,.2187834100E-02,.3175030500E-02,.3262688000E-02,.2245272800E-02,.3580668800E-02,.9607205600E-02,.2950573800E-02,.2853327000E-03,.1521399000E-03,.2140235000E-03,.2782620000E-03,.3678118000E-03,.5408436000E-03,.6906366000E-03,.4011160000E-03,.6642259800E-02,100,.3358830134,.5063510531,-.3256706195,.2216316540,100.2678279,91.83116256
8830,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4620633076,1.500000000,.2755278600,1.000000000,36.37394651,.5952621000E-03,.3341144039,.3065603924,19.26144109,5.255636065,26.92460162,.000000000,.3699167500E-02,.3703908000E-02,.3898483900E-02,.3171084300E-02,.3485690700E-02,.3488055300E-02,.3204222700E-02,.6018514100E-02,.6251577500E-02,.3513394100E-02,.6264084200E-02,.1609513900E-01,.2954892400E-02,.3014287000E-03,.2079034000E-03,.3594096000E-03,.4910322000E-03,.6726961000E-03,.9895775000E-03,.1271492000E-02,.4011155000E-03,.6642258100E-02,100,.3359777173,.5062494162,-.3256115482,.2215714352,100.2089123,89.26091999
8831,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4509960867,1.500000000,.2755278600,1.000000000,36.37395752,.6560828000E-03,.3341144039,.3065603924,19.26144418,5.255661654,26.92480535,.000000000,.5617935700E-02,.5773909500E-02,.6302169000E-02,.5560061300E-02,.6367693000E-02,.6198720900E-02,.4790036400E-02,.9229846600E-02,.9674789600E-02,.6749363100E-02,.1126052950E-01,.2105652320E-01,.2978148400E-02,.3438858000E-03,.3129338000E-03,.5961191000E-03,.8201343000E-03,.1125884800E-02,.1607430300E-02,.2053447200E-02,.4011133000E-03,.6642255100E-02,100,.3361573395,.5051461388,-.3260581585,.2215070938,100.0918396,86.63559882
8832,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4399739488,1.500000000,.2755278600,1.000000000,36.37395315,.9324325000E-03,.3341144039,.3065603924,19.26145158,5.255673449,26.92533074,.000000000,.7817073100E-02,.8002033800E-02,.8563839800E-02,.8098194400E-02,.9636260800E-02,.9713451400E-02,.7430973800E-02,.1134655140E-01,.1200038980E-01,.1082347450E-01,.1973654970E-01,.2334458020E-01,.3043008300E-02,.4349474000E-03,.4766929000E-03,.9054709000E-03,.1229056800E-02,.1671635100E-02,.2334810800E-02,.2963130700E-02,.4011236000E-03,.6641916300E-02,100,.3362091527,.5050951235,-.3260718886,.2215275185,99.85921133,83.49903162
8833,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4289976439,1.500000000,.2755278600,1.000000000,36.37396415,.9542033000E-03,.3341144039,.3065603924,19.26145019,5.255690604,26.92530720,.000000000,.9589748800E-02,.9755090900E-02,.1021546720E-01,.9477732000E-02,.1174187040E-01,.1237692220E-01,.1097302660E-01,.1231630320E-01,.1311196230E-01,.1562282750E-01,.3274438770E-01,.2334081690E-01,.3045412500E-02,.4417276000E-03,.5012876000E-03,.9959989000E-03,.1385821400E-02,.1920289100E-02,.2759684500E-02,.3527180600E-02,.4011156000E-03,.6642240800E-02,100,.3362556500,.5051624599,-.3260239350,.2214611972,99.51608468,80.97290743
8834,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4180679506,1.500000000,.2755278600,1.000000000,36.37396843,.9467918000E-03,.3341144039,.3065603924,19.26143727,5.255533187,26.92487564,.000000000,.1309576930E-01,.1327894000E-01,.1288321920E-01,.1249641950E-01,.1533892800E-01,.1695429920E-01,.1704067150E-01,.1616910860E-01,.1556734160E-01,.2414430450E-01,.4921047150E-01,.2333721120E-01,.3049102200E-02,.4801505000E-03,.6288245000E-03,.1334095000E-02,.1885754500E-02,.2634645400E-02,.3792057400E-02,.4857597000E-02,.4011021000E-03,.6642166300E-02,100,.3362735438,.5057375982,-.3258944286,.2214764458,98.97193688,76.60602008
8835,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.4071856779,1.500000000,.2755278600,1.000000000,36.37395332,.1018521300E-02,.3341144039,.3065603924,19.26143423,5.255560228,26.92450846,.000000000,.1824363820E-01,.1810691230E-01,.1619176640E-01,.1651461900E-01,.1928306130E-01,.2229504560E-01,.2537633820E-01,.2405312750E-01,.2012574400E-01,.3786789890E-01,.6497118870E-01,.2335233170E-01,.3061097100E-02,.5606553000E-03,.8826564000E-03,.1945397200E-02,.2747468300E-02,.3826177000E-02,.5420444700E-02,.6930510900E-02,.4010427000E-03,.6639790900E-02,100,.3360081762,.5106948150,-.3232364079,.2216574972,98.10261527,72.53561380
8836,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3963516671,1.500000000,.2755278600,1.000000000,36.37400297,.1165915900E-02,.3341144039,.3065603924,19.26141531,5.255457472,26.92436003,.000000000,.2330708400E-01,.2295269770E-01,.2019969390E-01,.2307779870E-01,.2414380900E-01,.2755495390E-01,.3316461000E-01,.3097972950E-01,.2830595190E-01,.5817374790E-01,.7548319490E-01,.2335071590E-01,.3105899600E-02,.6883702000E-03,.1208146700E-02,.2614715900E-02,.3657908000E-02,.5062577200E-02,.7084287500E-02,.9015631300E-02,.2896014000E-03,.6322652000E-02,100,.3361680825,.5105453380,-.3231958566,.2213649562,96.58749744,68.18107405
8837,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3855667939,1.500000000,.2755278600,1.000000000,36.37407433,.1314024400E-02,.3339765679,.3065603924,19.26141608,5.255549702,26.92463033,.000000000,.2334056190E-01,.2371972760E-01,.2156273640E-01,.2927814650E-01,.2924124980E-01,.2791523510E-01,.3405643390E-01,.3217064780E-01,.3720850580E-01,.8042390570E-01,.7525241580E-01,.1938283460E-01,-.7793890000E-03,-.3083494300E-02,-.2382004100E-02,-.6754755000E-03,.5876233000E-03,.2293464400E-02,.4723786900E-02,.7049332100E-02,.8358440000E-04,.000000000,45,.3364930717,.5083225438,-.3239525632,.2207068727,94.48536793,63.90774554
8838,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3748319704,1.500000000,.2755278600,1.000000000,36.37413783,.1458364100E-02,.3339765679,.3065603924,19.26140775,5.255510193,26.92470336,.000000000,.2934656690E-01,.3068467870E-01,.2963108690E-01,.4026999270E-01,.4017250910E-01,.3524319710E-01,.3812529960E-01,.3960096450E-01,.5734027330E-01,.1095639059,.7616928100E-01,.1937219330E-01,-.7706760000E-03,-.2989246800E-02,-.2060598800E-02,.9016830000E-04,.1661890900E-02,.3778895900E-02,.6728182800E-02,.9584346200E-02,.8342710000E-04,.000000000,45,.3369674800,.5066576564,-.3255526438,.2203765652,91.54641765,58.47314540
8839,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3641481480,1.500000000,.2755278600,1.000000000,36.37422466,.1463515100E-02,.3339765679,.3065603924,19.26140267,5.255542691,26.92508776,.000000000,.3560475620E-01,.3712632430E-01,.3932941290E-01,.4952058510E-01,.4848517790E-01,.4382461900E-01,.4158920170E-01,.5043667180E-01,.8397390980E-01,.1339685122,.7510262940E-01,.1834791160E-01,-.1767530100E-02,-.3881876400E-02,-.2654652300E-02,.1010071000E-03,.2082733500E-02,.4729937100E-02,.8297989800E-02,.1183439120E-01,.9800510000E-04,.000000000,44,.3377831010,.4995009468,-.3293318255,.2197643729,87.89188366,53.39052067
8840,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3535163195,1.500000000,.2755278600,1.000000000,36.37429003,.1800552300E-02,.3339765679,.3065603924,19.26140363,5.255609302,26.92547209,.000000000,.4618117800E-01,.4753770970E-01,.5181104870E-01,.5803354300E-01,.5610821410E-01,.5291606880E-01,.4826474310E-01,.6886882710E-01,.1198069304,.1515770722,.7511805570E-01,.1838527910E-01,-.1726138800E-02,-.3692492500E-02,-.2060230300E-02,.1477451000E-02,.3992878200E-02,.7351057300E-02,.1180545690E-01,.1626782540E-01,.9826840000E-04,.000000000,44,.3383394317,.4966589183,-.3304740585,.2193515811,83.32099798,47.98644263
8841,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3429375224,1.500000000,.2755278600,1.000000000,36.37433348,.2244334000E-02,.3339765679,.3065603924,19.26134667,5.254752063,26.92417394,.000000000,.6413083630E-01,.6496867190E-01,.6978544370E-01,.6995431360E-01,.6868227760E-01,.7088535130E-01,.6809902980E-01,.1006205257,.1685801126,.1669780071,.8041360100E-01,.2349795540E-01,.3305991700E-02,.1540335000E-02,.3665889100E-02,.8113174100E-02,.1124584470E-01,.1541877600E-01,.2086971410E-01,.2634370120E-01,.4010028000E-03,.6907779900E-02,100,.3387699760,.4952479239,-.3315326674,.2192245094,77.44967167,42.41005343
8842,.8123223300,.2755278600,4.257078700,.1464644700,.000000000,-.3324128420,1.500000000,.2755278600,1.000000000,36.36909629,.3944031500E-02,.4037215713,.3602084611,19.26257483,5.294968858,26.77339622,.000000000,.1312181770E-01,.1421259590E-01,.2101441370E-01,.1606989080E-01,.1629534830E-01,.2166742650E-01,.2435347400E-01,.7042643740E-01,.1489416755,.1029481788,.8784233200E-02,-.5574995660E-01,-.8567288730E-01,-.8894392290E-01,-.8375407560E-01,-.8227087480E-01,-.7241537790E-01,-.9528645510E-01,-.4311180610E-01,-.1339161740E-01,.9839540000E-04,.000000000,45,.4292075375,.5853285891,-.3586036750,.2633443265,70.07654210,37.96433940
